품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,diags_small_id
Chihuahua(치와와),MN              ,2133,G_부천이지,s 오른쪽으로 몸을 치우쳐 있음 한달은 채 안됨. 조금씩 증상이 진행됨 우측 head tilt 및 circling 흉부 복부방사선 검사 전반적인 폐 혈관과 cvc가 얇아보여 탈수 가능성. 그 외 심장 및 폐에서는 특이소견 없음. 방사선상 복부에서는 특이소견 없음. 복부초음파 검사 간은 신장피질과 비슷한 에코로 관찰되나 문맥혈관벽이 하얗게 두드러져 보여 간 에코 감소 가능성 있음. 그 외 복강장기에서 특이소견 없음. mri 촬영 권유 가족과 상의 후 전화주시면 이안에 예약잡기로 함 ,,1303, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,운동실조,운동실조,271,5
Mixed(혼합),FS,2116,D_VIP,s 유선 열감이나 부종은 완화중 숨이 많이 가쁨 식사나 간식 잘 먹고 시저 캔도 주셔서 잘 먹고 있음 복부초음파 by hyuna findings 요추하림프절의 종대 및 에코 저하 종대 심하지 않음 imaging dx ddx reactive lymphadenopathy metastatic lymphadenopathy 유선 열감이나 부종은 완화 호흡곤란의 원인으로 흉수 확인 흉수 세포학 검사시 악성 상피 세포 확인되며 기저질환의 유선종양의 전이성으로 판단됨 관련 원거리 전이 까지 의심되는 상황으로 유선 종양의 기 의심됨 mst month 미만 가능성 높음 보호자분께 호스피스와 안락사등 기준 교육하고 귀가 month 후 재진 ,,"3,14", 유선 종양 / 유방 종괴 , 생식기 질환 ,"발열/고열,호흡곤란",발열/고열,351,3
Mixed(혼합),F               ,2116,F_센트럴,배쪽에 혹이 만져집니다. 몇년전에 방광결석 수술을 했습니다. 양측성 유선종양 먼저 편측 전적출 과 불임수술 먼저 실시 비용 money 반대쪽 혈액검사 입원 month 조직검사시 대략 money 원래 모든 종양을 조직검사 해야 하나 종양이 작아 조직검사 하지 않으면 money 정도에 할수 있을거 같다고 설명드림 ,,221, 유선 종양 / 유방 종괴 , 생식기 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",174,3
K.C(Korean Cat),MN,2095,C_잠실ON,cc 배뇨곤란 포피를 잘라내는 수술 완료 한달정도 됨 수술직후는 배뇨양호함 풍납동에 있는 청담동물병원 어제까지 식욕 양호하다가 오늘 배뇨곤란 이후로 잘 못먹구 있음 time 마다 배뇨곤란 호소 행동하는 것도 이상한 모습 확인됨 배변은 양호함 술부 얼만큼 제거된 부분 사진 있는지 여부 확인 메일로 받음 .마취전검사 일주일의 입원 요도루조정술 매일 세척 드레싱 money 비용안내완료. 탈장 신문지 세척 드레싱 month 간 유지 ,,901, 고양이 하부 요로 질환 FUS · FLUTD , 비뇨기과 질환 ,"배뇨장애(통증, 곤란), 빈뇨, 이소배뇨","배뇨장애(통증, 곤란), 빈뇨, 이소배뇨",240,2
Maltese(말티즈),F               ,2116,F_센트럴,cc 유선종양 hx 한달전쯤 유선종양 발견 조금 커지는것 같음 피부 알러지 외 특별히 안좋은곳 없음 pe bar aus nrf 우측 사이 cm 정도 크기의 종괴 lt mpl grade 슬개골 움직임 크지 않음 일반적인 유선종양 치료 안내드림 고려하실 예정 ,,221, 유선 종양 / 유방 종괴 , 생식기 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",143,3
Poodles(푸들),MN,2048,D_VIP,s 오늘 사료는 안먹고 간식만 약간 먹음 변 끝에 혈액 점액 오전에는 약간 형태 있는 변이었으나 오후에는 없었음 bt 복압항진 약간 분변검사 campylobaceter 혈검 azotemia bun crea hyperp 전해질 양호 crp 복부초음파 fullscan by hyuna findings 양측 신장 피질 에코 상승 모양 크기 양호 소장의 전반적인 미약한 비후 공장 time 및 미약한 corrugation 공장림프절의 종대 및 에코 저하 imaging dx ddx interstitial or glomerular nephritis gastroenteritis with lymphadenopathy 세균성장염 및 신염 신장수치 높아 입원하 수액처치 권장드렸으나 얼마전 동거견 사망 등 입원 스트레스에 대해 보호자분 민감하시어 금일 피하수액만 진행 후 익일 주간 입원하여 수액 및 신수치 재검 예정 익일 조윤경 김혜정선생님께 인계 time 반 내원시 카테터 잡고 면회실에서 면회합니다 s 유지 배 metro time kg famo time kg iv 저녁에 c 검사 후 day 재내원 여부 결정 기본입원으로 청구 해주시고 입원비만 해주시면 됩니다 식이료 제외 ,nephritis,42, 세균성 장염 , 소화기 질환 ,혈변,혈변,596,0
K.C(Korean Cat),FS,2126,A_라라, g회사에서 키우는 고양이 이전에 구조해서 중성화 수술도 진행하였고 수술 당시 혈액 검사에서 이상 소견은 없었음 현 시각 시에서 발작은 time 전에 시작하였고 회사에서 time 지켜 보았는데 침흘리고 웅크리고 있으며 발작이 멈추지 않아서 내원하였음 응급치료로 디아제팜 주사 먼저 진행하고 검사 실시 검사 소견 cbc hct 수치 높음. 전해질 나트륨 수치 약간 높음 종합 cpk 수치 높음 암모니아 정상 젖산 이상 dimer 정상 발작으로 인한 증상 외 이상 소견은 없음 그 외 보호자 상담 내용. 어려서 뜨거운 곳에서 구조 하였고 그 때 시력 상실함. 발작 고양이 발작은 흔하지 않으며 대개 뇌내 질환 가능성 높음. 과거의 병력으로 어려서 눈신경 뇌시경 다쳤을 가능성 있고 그 때 뇌의 병변의 흔적으로 인해 특발성 간질 나타날 수 잇음 오늘은 응급 치료 후 발작 멈추면 당분간 간질약물 복용하고 중단해 보기로 함 그 후 이상 없으면 약물 치료는 종료 할것 ,,16,,,발작,발작,481,4
Maltese(말티즈),MN,2185,B_W,좌우측 슬개골 탈구 수술 목적 내원함. 마취전 검사상에 특이 사항 없음 우측 슬개골 탈구 수술 활차구 성형 근막 이중봉합 내측 근막 이완 좌측 슬개골 탈구 수술 활차구 성형 근막 이중봉합. ,,4, 슬개골 (아) 탈구 ,근육 골격 질환 ,통증,통증,106,7
Maltese(말티즈),M               ,2092,E_24시아이, 소변을 못 봄 다리를 들고 힘을 주는 데 오줌이 안나옴 오늘 아침 부터 증상 시작 뒷발을 계속 햝음 산에서 운동 하면 소변에 갈색으로 피가 섞여 나옴 첫해만 가지 정도 접종함 중성화 일부러 안함 계란 노른자 조금 먹음 vac none hw none 식욕 활기 백신 사상충 x ray 요도 plug 및 작은 caculi 외과적 제거 필요 안내함 밀어 올려서 방광에서 제거 하거나 방광에서 retro로 제거 필요할 것으로 보임 . ,,"76,901,801", 방광 결석 , 비뇨기과 질환 ,"방광결석,배뇨장애(통증, 곤란), 빈뇨, 이소배뇨,변색뇨",방광결석,240,1
K.C(Korean Cat),,2133,D_VIP, money 결제완료 효정 현금 마루 진현정님으로 내원주시던분이심 쓰러져있는것 time 쯤 다른분이 발견하심. sns에 올린것 확인 후 데려오심. 사고에 대한 목격자는 없음. 근처 병원에 내원하여 방사선 촬영과 주사 가지 항생제 소염제 근육이완제 맞고 집에서 모니터링하라고 안내받으심. bt dehydration upper umn lower lmn signs 혈검 전해질불균형 외 특이사항 없음. 방사 fracture susp. 복부초음파 by hyuna findings 담낭 내 슬러지가 관찰되며 확장되어 있음 비장 종대 관찰됨 양측 신장의 종대 좌신 time 우신 time 방광 내 슬러지 관찰됨 벽두께 정상 imaging dx ddx cholecystitis interstitial nephritis glomerulonephritis infectious disorders enlarged spleen cystitis ,,"29,29", 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,"부전마비, 완전마비,부전마비, 완전마비","부전마비, 완전마비",460,5
Pekingese(페키니즈),F               ,2133,G_부천이지,어제 밤부터 뒷다리 마비 특별한 원인 파악 안됨 침대에서 내려온후에 뭔가 불안정 한것 처럼 보임 pe 양측 뒷다리 마비 고유자세 반응 없음 deep pain 반응 없음 상담 ivdd 의심 뒷다리 deep pain 소실 된것으로 예후 불량 가능성 있음 mri 촬영후 치료 방향 결정 예정 어제 time 정도부터 두드러진 증상 발현 후 현재 상태 디스크 파열에 의한 척수 압박일 경우 골든타임을 지난 부분이 있어 예후는 불량할 수 있음 진단 결과에 따라 내과적 처치 혹은 외과적 처치 후 재활치료 여부 결정해야 함 치료에 많이 비용과 시간 보호자분의 노력이 요구될 수 있음. 사람은 디스크 발병 후 약물 및 외과 치료 등 적절한 치료를 받고 좋아지는 경우가 많은데 왜 예후를 예측할 수 없으신가요 사람의 경우 디스크에 대해 본인이 자각하여 마비 등의 중증상이 나타나기 전에 병원에서 적절한 진단 후 치료를 받지만 동물의 경우 보호자분이 인지하지 못하면 디스크가 탈출되어 어느 정도 척수가 손상을 받은 이후 본환자와 같이 후지완전마비 등의 증상이 발현되어 내원하는 경우가 많기 때문입니다 검사 방사선 검사 nrf 혈액 검사 nrf 오후 time time 이안 예약 이안에서 촬영 후 가진단 결과에 따라 본원에 치료받으러 오실 수 있습니다 ,,"40,29", 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,"신경증상(이상행동),부전마비, 완전마비",신경증상(이상행동),634,5
Yorkshire Terrier(요크셔 테리어),MN,2133,B_W,요근래 심하게 돌고 있음 컨드션은 좋음 보호자께서 중이염을 의심함 긁고 터는 것 없음 옆으로 꽃계처럼 걷는 것이 있음 ray skull 고실 내에 특이사항 확인안됨 안구진탕없음 head tilt 없음 한방향으로 돌고있음 오른쪽으로 작게 돌고 있음 시계방향 혈액검사 요검사 뇌수막염 척수공동증 진단되었었음 year mri 검사는 보류하심 약을 쓰면서 지켜보기로 함 스테로이드는 감량하면 month 은 꾸준히 쓸 예정 증상 개선이 되면 cyclosporin을 추가할 계획 ,,40, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,신경증상(이상행동),신경증상(이상행동),262,5
Poodles(푸들),FS,건강검진,B_W,작년에 알러지때문에 혈액검사를 했었음 알러지 사료를 쭉 먹었었음 생식기를 계속 햝고 있음 중성화 수술을 생후 month 정도에 진행함 ,,,,,,,75,9
K.C(Korean Cat),MN,2126,D_VIP,s 림프종 앓아옴 최근 써클링인지는 모르지만 벽기대서 도는게 보이긴 했음 구강쪽으로 종양이 있어 제거 하기도 했음 경련은 오늘 처음 나이가 많아서 치료여부 고민하시다 일단 치료하시기로 함 tonic clonic seizure plr 산동 deep pain lactate tx diazepam amp bolus mpss time kg vit amp iv diazepam amp bolus pheno amp iv pheno amp iv pheno amp iv propofol cri 속도 time hr bp bt ce 항경련제 듣지 않아 마취로 잠재웁니다. 호흡억제로 위함할수도 있습니다. 내일 주치의 선생님 time 사이 연락드리겠습니다. 이어지는 응급진료 때문에 더 자세한 문진은 못했고 위험성 고지후 항경련위주의 처치 하였습니다. 보호자성향은 재키 매우 아끼시고 많이 까다롭지는 않으신것 같습니다. 나이가 많고 그동안 고생을 많이 하여 더 치료할까도 고민했지만 일단 치료하시기로하였습니다. 상태 보시고 오후에 연락주시면 됩니다. 비용은 수납된것은 완료하였고 추가대는 대로 청구하시면 됩니다. 오전 통화 오전에 살짝 깨워보았는데 여전히 패달링 있어 cri유지 한다고 말씀드림 pheobarbitalvial 사용함. ,,33, 경련 발작 (원인 미정) , 신경 질환 ,"떠는 증상, 경련 또는 미진","떠는 증상, 경련 또는 미진",624,4
Yorkshire Terrier(요크셔 테리어),F,2048,A_라라,s 오늘 구토 설사 설사는 밝은 누런색으로 소화 안된 음식덩어리도 나옴 미르꺼 d 먹음 평소 고구마 말린것도 주시고 명태도 주심 사료는 잘 안먹음 컨디션은 나쁘지 않음 분변검사 나선균 클로스트리듐 복부 방사선 장 내 가스 췌장 담낭 간 초음파 특이사항 없음 cpl 세균성 장염 month 뒤 경과 확인 이틀 뒤 미르 보러 오실때 같이 보신다고 하심 ,,"1,2",,,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),195,0
Maltese(말티즈),MN,2275,C_잠실ON, 교통사고 후 백산 내원하였으나 야간 응급 관계로 별다른 검사 없이 항생제 처치 후 집에서 모니터링 하기로 함 새벽 중 갑작스런 호흡음 이상을 호소하여 백산에 전화하였으며 가까운 time 병원으로 본원을 소개시켜 주심. 본원에서 검사상 특이적인 이상 없으나 환자의 병력상 두개내출혈 혈종등을 감별하기 위해 ct촬영 추천함. cc hbc hpi ,,14, 사고 (교통 사고 포함) ,전신성의 질환,호흡곤란,호흡곤란,192,8
Chihuahua(치와와),F               ,2133,G_부천이지,s 벽에 부딪히고 잘 오지 않음 침대에서 떨어지는 거 같음 마비증상 year 안에 그런 증상을 보였였음. month 일 전부터 갑작스레 눈이 안보이는 듯한 증상있음 ou mydriasis no menace no plr reflex no plr cn ii cn iii iris midbrain retina ,,0, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,기타 증상,기타 증상,170,5
토이푸들,FS,2170,D_VIP,오늘 건강검진 후 치과 치료 예정 치과 치료 비용 안내 내역. 마취 스켈링 치아 방사선 발치는 로 안내. 전치아 발치 가능성 안내드림. 치아 외에는 특히 사항 없음 복부초음파 by hyuna no remarkable findings asa grade 사망률 마취와 관련된 특이사항은 없음 뇨단백 스틱상 확인 wbc 저하 경미한 빈혈 확인 관련 마취위험도에 큰 특이사항은 없으나 개체 차이 관련 모니터링 추천 발치 예약 ,,, 치주 질환 / 치주염 (젖니 유전자 좌로 유래하는 것 포함),치아 및 구강 질환 ,,,234,6
