품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,symptoms_id
Shih Tzu(시추),MN              ,2070,G_부천이지,항문 주위 종양 꼬리 부위 mass 흉부 복부방사선 검사 thorax 외측상에서 time 방향 경계 불명확한 연부조직밀도 음영 관찰되며 이는 대동맥 가능성이 높음. 그 외 심장 및 폐에서는 특이소견 없음. 흉곽입구 기관 직경 time abdomen 항문주위종괴는 방사선상 경계 불명확한 연부조직밀도로 관찰되며 내부에 점상형태의 calcification 관찰. 꼬리 종괴는 연부조직밀도의 원형 형태로 관찰. 양측 신장내 점상형태의 결석 또는 calcification 관찰. 외측상에서 번째 요추 배쪽으로 얇은 가시형태의 골밀도 물질은 요관 결석 가능성 있음. 방광내 점상 형태의 결석 다수. 복부초음파 검사 양측 신장 피질 에코 상승되었으며 피질 수질 경계 무너지고 미약한 신우 확장 관찰. 특히 우측 신장은 변연이 매우 울퉁불퉁하게 관찰. 만성 신장 질환. 방광내 작은 크기의 결석 다수 관찰. cranial쪽 방광벽 두께가 두꺼워 지고 점막면이 울퉁불퉁하여 방광염 가능성 있음. 좌측 부신은 정상범위의 upper margin 우측은 정상 크기. 양측 항문낭은 정상적으로 관찰. 항문주위 종괴는 매우 불균질한 실질과 acoustic shadowing을 동반한 calcification 포함하고 있음. 꼬리 종괴는 항문주위 종괴와 양상은 다르나 불균질한 실질로 관찰. ct 촬영 마취 프로포폴 cc 촬영부위 흉부 복부 조영제 time time sec post s time 가소견 항문주위종괴는 둔부에 꼬리가 연결되는 위치에서부터 시작됨. 또한 항문을 도 감싸는 형태로 관찰되며 둔부 아래쪽 피하까지 퍼져있음. 항문주위종괴의 대략적인 크기는 xcm wxhxl 로 측정. 양측 항문낭은 intact하게 관찰되나 종괴와 매우 인접하게 위치함. 전이소견은 관찰되지 않음. 상담 오늘은 건강 검진과 세포 검사 전이 평가를 위한 ct 촬영 진행 마취시 사망 위험성 있음 설명 수술은 검사 결과에 따라 진행 예정 수술시 단미 중성화 수술 항문 종양 수술. 총 ,"2087, 2245",221, 상기에 해당하지 않는 소화기 계통의 종양성 질환 , 소화기 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",977,11
Dachshunds(닥스훈트 ),MN,2097,D_VIP,s 전날 검사에 이어 진행 plt 정상 pt aptt 정상 복부초음파상 비뇨기계 이상 확인되지않음 복부초음파 비뇨기 finding ddx splenomegaly lt adg time rt adg time non specific multiple intestinal speckle ub sludge and fibrin clot bilateral mild renal mineralization 이외 특이소견은 명확히 확인되지는 않음 comment 방광내 슬러지가 확인되지만 방광벽의 변화는 뚜렷하지 않음. 방광천자시 갈색뇨가 확인됨. 신장에 저등도 석회화가 확인되지만 혈뇨 등을 유발할 만한 신장 방광 요관 요도내 결석은 초음파상 확인되지 않음. 그러나 초음파상 확인되지 않은 골반강내 결석의 유무는 초음파로 확인은 불가능. 필요하다면 방사선상 확인이 필요할 수 있음. 갈색뇨의 원인이 방광일 가능성은 높지 않고 myoglobulinuria hemoglobinuria 등 비뇨기계 이외의 전신 문제에 의했을 가능성을 배제할 수 없음. 신장 문제일 가능성 역시 배제할 수 없음. 해당 문제는 지속될 경우 신장손상을 유발할 수 있음. radiologist 윤학영 dvm phd 요배양 진행하여 검사결과에 따라 투약변경예정 잠재적 비뇨기계 감염에 따른 선조치 amoxi metronida month 분 ,,8, 소변의 성상 이상 (원인 미정) , 비뇨기과 질환 ,혈뇨,혈뇨,667,13
Maltese(말티즈),F               ,2046,F_센트럴,기침 어제 저녁부터 구토 회 정도 ray 위내이물 chemistry crp상승 익일 방사선 재검 후 내시경을 통한 이물제거 예정 총비용 만원 정도 tx 위내이물 내시경제거 내시경간에 유문부 mass확인 조직검사 예정 propofol time ,,25, 소화관 이물 / 섭취 , 소화기 질환 ,이물,이물,135,10
Maltese(말티즈),MN              ,2046,F_센트럴,저녁 time 경 구토 회 설사 어제부터 식욕부진 cpl negative ray 위내 이물 장내 가스 입원 및 내시경을 통한 이물제거 권장하였으나 익일 재내원하겠다고 함 ,,"1,2", 소화관 이물 / 섭취 , 소화기 질환 ,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),95,1
Pomeranian(포메라이안),F               ,2043,E_24시아이, 접종 내외부 기록 확인해주세요 어제 놀러갔다 왔는데 멀미인줄 알았는데 지속적인 구토 설사증상 물만먹고 물토함 설사 엄청많이 함 밥 안먹음 접종은 어느정도 했음. 내외부작년 month 부터 안함 놀라건데서 이것저것 애들이 주는것 받아먹었음 식욕 활기 백신 사상충 rad 장음영소실 crp 탈수 약간. cpl kit neg ce month 수액처치병행하면서 입원 구토 없으면 퇴원하면서 홈케어 변 잡히는데 month 소요 처치해도 구토 개선안되고 설사증상 심하면 입원연장가능성 고지함 윤부원장 부재 고지 퇴원시 따로 수납없음 ,,1, 위염 / 위장염 / 장염 , 소화기 질환 ,구토(급성/만성),구토(급성/만성),293,0
Yorkshire Terrier(요크셔 테리어),FS              ,2087,G_부천이지,s. 식욕부진 month 정도 물만 먹어도 구토 month 전부터 배변곤란 몇일 전 치킨 닭가슴살 주셨음 그동안 항상 사료를 갈아서 시저와 섞어 주셨었음 o. sbptime hg bt cpl kit neg. 혈액검사 severe azotemia 간수치 전반적 상승 nh 상승 복부방사선 결과 간이 늑골궁 안으로 많이 들어가있으며 위축과 횡경막 사이의 거리가 가까워 소간증 관찰. 담낭내 다량의 담석 관찰. 좌측 신장 길이는 번째 요추 길이의 약 배로 크기 작아짐. 맹장과 결장 위치에서만 가스로 많이 차 있으며 그 외 확장 없음. 복부초음파 결과 간은 늑골궁 안에서 작게 스캔되나 간 실질에서는 특이소견 없음. 담낭내 cm 길이의 acoustic shadowing 나타나는 담석 관찰되며 그 외 작은 크기의 담석 다수 보임. 담낭의 심한 확장은 없음. 담관은 스캔 어려움. 양측 신장의 피질 에코 올라갔으며 피질수질경계 불명확하고 작은 점상 형태 결석 음영 다수 확인. 만성신장질환 췌장 실질은 고에코로 증가되었으나 주변 복막염 소견은 뚜렷하지 않음. 위장관의 심한 확장 없음. a. 신부전 담석 담낭염 susp. 신부전에 따른 차적인 다른 장기나 혈액학적 문제 생기면서 예후 안 좋아질 수 있음 설명 드림 tx. fluid added lola kcl vit cerenia ampi metronidazole famotidine ,,"1,21", 만성 신장 질환 (신부전 포함) , 비뇨기과 질환 ,"구토(급성/만성),식욕부진, 식욕저하",구토(급성/만성),687,2
Mixed(혼합),F               ,2116,E_24시아이, 작년부터 생겼음 지역병원에서 소염진통제 처방만 받음 당일 수술적문의로 여러군데 다녔음 식욕저하 구토 설사 간간히 합니다. 식욕 활기 백신 사상충 영상 복강내 종괴 비장종양 확인 자궁확장x cpl kit kit 음성 lac cre dimer 암진단키트 악성가능성 높게 확인 신부전 췌장염 mods . dic등으로 진행될수 있음 적극적인 수술접근 어려움 비장종괴 자궁적출 유선전출 삶의질 살아가는 기대수명이 짧아서 불편하지 않는 범위의 수술접근 유선적출만 부분적 접근 자궁난소 제거안되어서 유선종양 지속적으로 생길수 있음 전이평가 모니터링 필요 입원하면서 수치하락 관건 졸레틸 time 박비용 실제입원 박 . ,,221, 유선 종양 / 유방 종괴 , 생식기 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",340,11
Pomeranian(포메라이안),MN,2043,C_잠실ON,혈액이 보이는 설사 묽은변 끝에 혈액이 보여요 사료바꾼지 month 일 블랙우드 다이어트 사료로 바꿈 활력은 정상 식욕 저하 오전에 보호자 통화 후 진료 진행하기로 함 ,,"1,2", 위염 / 위장염 / 장염 , 소화기 질환 ,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),94,1
Chihuahua(치와와),MN,2071,C_잠실ON,cc 구토 며칠 전 일주일 됨 시네츄라 시럽 기침약 을 팩 cc 정도 먹음 식욕 배변 배뇨 활력 다 양호하다가 어제 구토 회 오늘 새벽 갑자기 구토 회정도 하고 배가 빵빵해지고 통증도 느끼는 것 같다고 하심 진료 중 다량의 포말성 혈액성 구토 함 분홍색 구토 강한 오심과 복압증가로 인해 식도 위 쪽 모세혈관이 파열된 것으로 보인다고 말씀드림 복부 촉진 시 약간의 통증보임 month 전 seizure 한번 발생 강직 거품물고 호흡 곤란 있었음 . 촉진시 중등도의 복통보임. 복압이 눈에띄게 증가한것으로 느껴지지는 않음 . 허리통증 없음 . 혈액검사상 전해질 정상범위 cbc상 탈수소견 chemistry 상 glucose의 증가 . 방사선상. 대장 쪽 소화된 이물의 소견이 보이기는 하나 별다른 특이소견 보이지 않음 tx. 항구토제 주사 cerenia time kg sc plan. 혈액검사상 glucose의 증가와 중등도의 탈수 이외 발작이나 간 신장 이상 등의 특이소견은 발견되지 않음. 방사선 상 대장에 이물의 흔적이 보이는 것으로 보아 방사선에서는 관찰되지 않는 이물에 의한 구토가능성 언급 검사 상 발작의 증거나 간 신장의 이상소견 가능성은 적어보이나 진료 중 다량의 심한 구토를 보였으므로 정상이라고 말씀드릴 수는 없다. 다니시는 병원 있으시다고 하셔 내일 구토가 지속되거나 다른 이상보이면 그 병원으로 가시기로 함. 탈수로 인해 물을 많이 마시는 것이 좋으나 현재 구토증상을 나타내므로 지금으로부터 time 이후 물급여하시고 사료는 한참 뒤 급여하시라고 말씀드림 ,,1, 구토 / 설사 / 혈변 (원인 미정) , 소화기 질환 ,구토(급성/만성),구토(급성/만성),770,0
K.C(Korean Cat),M,2049,D_VIP, time 결제하셨습니다 month 전부터 구토. 초록색 배변 보이며 연변 보임. 밥을 안 먹고 콧물도 심해짐. 눈은 많이 좋아짐. 진료실 내에서 심한 설사보임. fpv ag kit 양성 cbc wbc 혈액도말 wbc 거의 보이지 않음. 혈소판은 양호함. c 전해질 범백 양성 확인되었음. 원래 본 보호자 분은 중국 분으로 치료 원치 않아 안락사 얘기하셨음. 그러나 같이 오신 분은 학원 선생님으로 대신 임보해주시기로 함. 임보해주시며 치료 진행하기로 하심. month 정도 경과 지켜 볼 예정. 입원. ,,"1,2", 개 파보 바이러스 CPV , 소화기 질환 ,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),282,1
Persian Cat(페르시안 고양이),MN              ,미진단,G_부천이지,s 신장이 안좋아서 검사 받으신 적 있으셨음. 당시에도 구토 증상 그때랑 동일한 증상이 나타났는데 다른 병원에서 검사했던 결과지도 가지고 오셨음. 증상 어제부터 구토 회 이상 식욕은 있음. 증상발현 이후에도 소변은 본적 있음. 범백검사 신장수치 상승 확인되었음 month 전 증상과 비슷 냄새가 심한 수양성 구토 약간 노란색의 구토물 설사는 하지 않음. 체중변화는 없었음. 혈액검사 신장수치 상승 전해질 불균형 확인 tx fluid therapy 타우린 타치온 펜톡시 ampicillin time kg tid iv cerenia time kg sid sc famotidine time kg bid iv e cpr 동의 사료는 건사료로 넣어달라함 ,,1,,,구토(급성/만성),구토(급성/만성),361,0
Mixed(혼합),M,2071,A_라라,s 한달 전부터 설사와 선혈의 부분적인 혈변이 있음 구토는 그동안 세번정도 했고 마지막으로는 month 전에 노란물 구토 식욕 활력은 양호함 cpl 음성 분변검사 이상 없음 영상 혈액검사 이상 없음 혈변 일반 세균성 설사에 대한 대증처치 후 호전 없을 시 분변 pcr검사 필요 ,,2,,,설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),155,8
Maltese(말티즈),MN              ,normal,F_센트럴, history 지난 내원 이후 파행 증상은 호전 objective 마취유도 ketamine time propofol time ,x,0,,,기타 증상,기타 증상,71,5
Dachshunds(닥스훈트 ),FS              ,2133,E_24시아이, 디스크. 식욕 없음 활기 mild. 백신 사상충 복부촉진 긴장감 척추뼈 근처 근육 촉진시.통증호소 후지파행 없음. 혈액검사 ray로 기타질환 rule out. 치료비 부담때문에 입원보류. ,2133,23, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,"보행이상, 파행(전지, 후지)","보행이상, 파행(전지, 후지)",106,7
Maltese(말티즈),F               ,2043,F_센트럴,s 어제 산책하고 time 구토. 새벽 time 구토. 방금전 구토. 음식물 위액 구토. 활력 양호. 식이 변경 없음. 복부 통증 없음. 먹으면 좀있다가 구토. 변 아직 없음. 그 전엔 정상. 방사선 상 장내 가스. 이물 없어보임. 혈액검사 상 미약한 탈수. 위염 gastritis 추정. 내복약 month 처방. 사료 변경. 구토 지속시 재내원하여 추가검사. ,x,1, 위염 / 위장염 / 장염 , 소화기 질환 ,구토(급성/만성),구토(급성/만성),202,0
Russian Blue Cat(러시안 블루 고양이),MN              ,2257,F_센트럴,ld acute p.o.time kg 프론트라인 time들어있음 준이가 먹었을 양 맥시멈time정도 추정 신경독성 간 신장 수치 이상가능 입원하여 경과관찰 성격이 많이 예민하여 가급적 입원기간은 최소화하길 원하심 ,,25, 인체 약물에 의한 중독 ,전신성의 질환,이물,이물,119,10
Shih Tzu(시추),MN,2087,D_VIP, refer. 의뢰병원관련 진료전 전화완료 주호소 sudden blindness 현증경과 day 부터 갑작스럽게 실명. 다른 이상은 없음. 작년 month 달에 애니동물병원 입원 중 호전 없어 퇴원진행 그 이후로 서울종합 동물병원에 다니심. 신체검사 mental alert no murmur bp time hg bcs 혈액검사 cbc mild thrombocytosis chem mild azotemia electro nrf 영상검사 cxr axr 복부초음파 full scan by hyuna findings 간 실질의 다발성 저에코 결절 최대 . time 양측 신장 피질 에코 상승 미약한 신우 확장 좌측 신장 실질의 작은 낭포 췌장 크기 미약하게 종대되어 있으나 에코 양호 imaging dx ddx hepatic nodular hyperplasia hepatitis chronic kidney disease nephritis 소변검사 usg money upc 안과검진 os 산동. 시력없음. 안구의 초자체 변성 및 내측으로 출혈소견. od 산동 시력없음. 초자체 변성. iop od time hg os time hg s ou retinal detachment intra global hemorrhage suspect dx ddx ckd with hypertension hypertensive retinal detachment 신부전 관리 및 혈압관리. 현재 실명을 직접적으로 해결할 방법은 없으며 고혈압에 대한 관리가 선행되어야 함을 보호자님께 설명드림. 시력이 돌아올 가능성은 매우 적다는 부분 이해시켜 드림. 추가검사로 sdma 검사 안내 원치않으심. rx 내복약 ramipril money mg kg sid amlodipine time kg sid renal advance time sp bid month 뒤 혈압재검. ,고혈압,21, 만성 신장 질환 (신부전 포함) , 비뇨기과 질환 ,"식욕부진, 식욕저하","식욕부진, 식욕저하",913,9
